id,name,name__cy,name__en,name__nl,name__de,name__fr,name__sl,name__ast,name__ca,name__es,name__it,name__da,name__fi,name__sv,name__hu,name__pt,name__pl,name__cs,name__nb,name__pt_br,wikipedia__commons,wikipedia__cy,wikipedia__en,birth_date,gender,given_name,occupation,family_name,identifier__welsh_assembly,identifier__freebase,image,identifier__democracyclub,twitter,original_wikiname,name__ar,name__ru,name__sq,wikipedia__ar,website,identifier__VIAF,identifier__google_knowledge,name__eu,name__ja,name__br,name__arz,wikipedia__arz,wikipedia__br,wikipedia__ca,wikipedia__de,wikipedia__es,wikipedia__eu,wikipedia__fr,wikipedia__it,identifier__LCAuth,identifier__hansard,identifier__FAST,identifier__national_archives,identifier__rush,identifier__ISNI,identifier__ukparliamentid,identifier__goodreads,identifier__ne_se,identifier__TWFY,name__sco,name__zh,name__vi,name__gd,name__id,name__ga,name__gl,name__pcd,name__eo,name__oc,name__la,name__kw,name__bn,name__be_tarask,name__ko,wikipedia__enwikiquote,wikipedia__fi,wikipedia__ga,wikipedia__gl,wikipedia__kw,wikipedia__la,wikipedia__ruwikinews,wikipedia__sco,wikipedia__simple,wikipedia__vi,facebook,name__zh_hant,name__zh_cn,name__zh_hans,wikipedia__ru,name__tr,name__scn,name__ie,name__el,name__uk,name__sk,name__fo,name__kl,name__en_gb,name__nn,name__zh_hk,name__lt,wikipedia__cs,wikipedia__el,wikipedia__gd,wikipedia__hu,wikipedia__ie,wikipedia__ko,wikipedia__lt,wikipedia__pl,wikipedia__scn,wikipedia__tr,wikipedia__uk,wikipedia__zh,identifier__Britannica,identifier__NTA,identifier__BBC_things,name__fa,wikipedia__fa,email,name__dag,wikipedia__pt,death_date,name__en_ca,name__af,name__an,name__bar,name__co,name__de_at,name__de_ch,name__et,name__frp,name__fur,name__gsw,name__hr,name__ia,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pms,name__rm,name__ro,name__sc,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,wikipedia__sv,identifier__journalisted,identifier__current_hansard,identifier__publicwhip,identifier__bbc_democracy_live,identifier__ORCID,identifier__GND,name__ext,wikipedia__mg,wikipedia__oc,identifier__NPG,identifier__NNDB,name__he,wikipedia__cywikiquote,identifier__snac,identifier__Oxforddnb,name__lv,name__bs,name__sr,wikipedia__id,wikipedia__sl,identifier__BIBSYS,identifier__NUKAT,weblog,identifier__PACE,identifier__CSPAN,instagram,honorific_prefix,name__ig,wikipedia__igwikiquote,identifier__quora,wikipedia__ro,identifier__EuroparlMEP,name__vmf,name__az,name__te,wikipedia__az,wikipedia__nds,wikipedia__ms,wikipedia__nl,identifier__wikitree,name__zh_sg,name__zh_tw,name__wuu,name__yue,wikipedia__da,wikipedia__ja,wikipedia__wuu,wikipedia__zh_yue,identifier__WelshBiography,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,identifier__snapchat
Q3405595,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,,Alun Ffred Jones,Alun Ffred Jones,Alun Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Category:Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,1949-10-29,male,Alun,politician,Jones,160,/m/028268c,https://upload.wikimedia.org/wikipedia/commons/2/2b/Alun_Ffred_Jones.jpg,,AlunFfredPlaid,,ألون فريد,,Alun Ffred Jones,ألون فريد,,83647293,,Alun Ffred Jones,アリン・フレッド・ジョーンズ,Alun Ffred Jones,الون فريد,الون فريد,,,,,,,,no2009047769,,,,,0000 0000 5798 6895,,,,,Alun Ffred Jones,,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,Alun Ffred Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alun Ffred Jones,Alun Ffred Jones,,,,,,Alun Ffred Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alun Ffred Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,אלן פרד ג'ונס,,,,,,,,,,,,,,,,,,,,,,,,,Alun Ffred Jones,,,,,,,,,,,,,,,,,,,,
Q42846969,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Jane Dodds,Category:Jane Dodds,Jane Dodds,Jane Dodds,1963-09-13,female,Jane,politician,Dodds,4983,,"https://upload.wikimedia.org/wikipedia/commons/d/d9/Jane_Dodds,_Brecon_(2019)_(cropped).jpg",4515,DoddsJane,,,,,,https://www.janedodds.wales/,,/g/11f24wxk69,,,,,,,Jane Dodds,Jane Dodds,,,Jane Dodds,,,,,,10151,,PW5pA50B,,,25774,,珍·多茲,,,,,,,,,,,,,,Jane Dodds,,,,,,,,,,janedoddswld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mailto:jane.dodds@libdems.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q46999598,Mandy Jones,Mandy Jones,Mandy Jones,Mandy Jones,,,,Mandy Jones,,Mandy Jones,Mandy Jones,,,,,Mandy Jones,,,,Mandy Jones,,Mandy Jones (gwleidydd),Mandy Jones (politician),,female,Mandy,politician,Jones,5103,,https://upload.wikimedia.org/wikipedia/commons/8/8f/Mandy_Jones_AM_2018.jpg,6235,MandyJonesAM,,ماندي جونز,Мэнди Джонс,,,,,/g/11f3n1st2g,,,,,,,,,,,,Mandy Jones,,,,,,,,,,,,,,,,,,,,,,,ম্যান্ডি জোন্স,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4727085,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,Alison Halford,,,Alison Halford,1940-05-08,female,Alison,police officer,Halford,4471,/m/091qxf,https://upload.wikimedia.org/wikipedia/commons/1/1c/Alison_Halford.png,,,,,,Alison Halford,,,63809612,,,,,,,,,,,,,,no2008026989,,,,,0000 0000 4718 7467,,,,,Alison Halford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4737493,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Alun Davies,Category:Alun Davies (politician),Alun Davies,Alun Davies (politician),1964-02-12,male,Alun,politician,Davies,225,/m/02r0049,https://upload.wikimedia.org/wikipedia/commons/d/d5/Alun_Davies.jpg,7859,AlunDaviesAM,,ألون ديفيز,Алан Дейвис,Alun Davies,ألون ديفيز,http://www.welshlabour.org.uk/assembly-members/alun-davies/,,,,,,,,,,,,,,Alun Davies,,,,,,,,,,,,艾伦·戴维斯,,,,,,,,,,,,,,,,,,,,,,,,,艾倫·戴維斯,艾伦·戴维斯,艾伦·戴维斯,"Дейвис, Алан (политик)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4737506,Alun Pugh,Alun Pugh,Alun Pugh,Alun Pugh,Alun Pugh,Alun Pugh,Alun Pugh,Alun Pugh,,Alun Pugh,,,,,,,,,,,,Alun Pugh,Alun Pugh,1955-06-09,male,Alun,politician,Pugh,4460,/m/07w6j7,https://upload.wikimedia.org/wikipedia/commons/7/78/Alun_Pugh.jpg,2284,,,ألون بف,,Alun Pugh,ألون بف,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4756771,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,Andrew Davies,,Andrew Davies (gwleidydd),Andrew Davies (Labour politician),1952-05-05,male,Andrew,politician,Davies,2119,/m/0ddbnv,,,,,أندرو ديفيز,Эндрю Дэвис,,أندرو ديفيز (سياسي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,অ্যান্ড্রু ডেভিস,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اندرو دیویس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4758350,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Andrew R. T. Davies,Category:Andrew R. T. Davies,Andrew R. T. Davies,Andrew RT Davies,1968,male,Andrew,farmer,Davies,143,/m/02r03kw,https://upload.wikimedia.org/wikipedia/commons/6/66/Andrew_R._T._Davies.jpg,8125,AndrewRTDavies,,أندرو ديفيز,,Andrew R. T. Davies,أندرو ديفيز (فلاح),https://www.andrewrtdavies.co.uk/﻿,,,,,,,,,,,,,Andrew R. T. Davies,Andrew R. T. Davies,,,,,,,,,,,,安德魯·R·T·戴維斯,,,,,,,,,,,,,,,,,,,,,,,,AndrewRTDavies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4762396,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Angela Burns,Category:Angela Burns,Angela Burns,Angela Burns,,female,Angela,politician,Burns,135,/m/02q_7w9,https://upload.wikimedia.org/wikipedia/commons/3/31/Angela_Burns.jpg,8083,AngelaBurnsAM,,أنجيلا بورنس,Анжела Бёрнс,,,,,,,アンジェラ・バーンズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,آنجلا برنز,آنجلا برنز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4766480,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Category:Ann Jones (Welsh politician),Ann Jones,Ann Jones (politician),1953-11-04,female,Ann,politician,Jones,161,/m/025tsqm,https://upload.wikimedia.org/wikipedia/commons/b/b1/Ann_Jones.jpg,8374,Ann_JonesAM,,آن جونز,Энн Джонс,Ann Jones,آن جونز (سياسي),,,,Ann Jones,,Ann Jones,,,,,,,,Ann Jones (femme politique),,,,,,,,,,,,Ann Jones,安·瓊斯,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,,,অ্যান জোন্স,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,آن جونز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4775602,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,Category:Antoinette Sandbach,Antoinette Sandbach,Antoinette Sandbach,1969-02-15,female,Antoinette,politician,Sandbach,407,/m/03cm2t8,https://upload.wikimedia.org/wikipedia/commons/9/9a/Official_portrait_of_Antoinette_Sandbach_crop_2.jpg,1904,Sandbach,,,,Antoinette Sandbach,,,,,,アントワネット・サンドバック,,انتوينيت ساندباتش,انتوينيت ساندباتش,,,Antoinette Sandbach,,,Antoinette Sandbach,,,,,,9812,,zPEvhgQf,,,25363,,宋碧芝,,,,,,,,,,,,,,,,,,,,,,,,antoinetteofficial,,,,,,,,,,,,,,,宋碧芝,,,,,,,,,,,,,宋碧芝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47995095,Jack Sargeant,Jack Sargeant,Jack Sargeant,Jack Sargeant,,Jack Sargeant,,Jack Sargeant,,Jack Sargeant,,,,,,,,,,,,Jack Sargeant,Jack Sargeant (politician),1994-04-09,male,Jack,politician,Sargeant,6571,,https://upload.wikimedia.org/wikipedia/commons/4/4a/Jack_Sargeant_AM_(40900021582).png,35526,JackSargeantAM,,,,,,http://www.jacksargeant.org/,,/g/11f3_6dr6c,,,,,,,,,,,Jack Sargeant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacksargeantam
Q4897688,Bethan Sayed,Bethan Jenkins,Bethan Sayed,Bethan Jenkins,Bethan Jenkins,Bethan Jenkins,Bethan Jenkins,Bethan Jenkins,Bethan Jenkins,Bethan Jenkins,Bethan Jenkins,Bethan Sayed,Bethan Sayed,Bethan Sayed,Bethan Jenkins,Bethan Jenkins,Bethan Sayed,Bethan Sayed,Bethan Sayed,Bethan Jenkins,Category:Bethan Jenkins,Bethan Sayed,Bethan Sayed,1981-12-09,female,Bethan,politician,Jenkins,159,/m/0fzkp9,https://upload.wikimedia.org/wikipedia/commons/f/fd/Bethan_Jenkins_2011.jpg,8043,BethanJenkins,,,,Bethan Jenkins,,,7057151052044333530002,,Bethan Jenkins,,Bethan Jenkins,,,,,,,,,,,,,,,,,,,,Bethan Jenkins,贝桑·赛义德,Bethan Jenkins,Bethan Jenkins,Bethan Jenkins,Bethan Jenkins,Bethan Jenkins,Bethan Jenkins,Bethan Jenkins,Bethan Jenkins,,,,,,,,,,,,,,,,bethanjenkinsam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073143821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4963833,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,,Category:Brian Gibbons,Brian Gibbons,Brian Gibbons (politician),1950-08-25,male,Brian,politician,Gibbons,4385,/m/0901cm,https://upload.wikimedia.org/wikipedia/commons/9/91/BrianGibbons2006.JPG,,,,برايان غيبونز,Брайан Гиббонс,,برايان غيبونز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brian Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4963931,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,,Brian Hancock,Brian Hancock,1950-08-08,male,Brian,politician,Hancock,4479,/m/028565t,https://upload.wikimedia.org/wikipedia/commons/c/c3/Brian_Hancock.png,,,,برايان هانكوك,Брайан Хэнкок,Brian Hancock,برايان هانكوك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5004338,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Byron Davies,Category:Byron Davies,Byron Davies,Byron Davies,1952-09-04,male,Byron,politician,Davies,542,/m/0gmd3t2,https://upload.wikimedia.org/wikipedia/commons/b/b2/Official_portrait_of_Lord_Davies_of_Gower_crop_2.jpg,3245,Byron_Davies,,بايرون ديفيز,Байрон Дэвис,Byron Davies,بايرون ديفيز,,,,,,,بايرون ديفيز,بايرون ديفيز,,,,,,Byron Davies,,,,,,9770,,IO95eRAb,,,25355,Byron Davies,,,,,,,,,,,,,,,,,,,,,,,,,byrondaviesGower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Byron Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Byron Davies,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5040766,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Carl Sargeant,Category:Carl Sargeant,Carl Sargeant,Carl Sargeant,1968-07-27,male,Carl,politician,Sargeant,178,/m/02qddn9,https://upload.wikimedia.org/wikipedia/commons/5/5d/Carl_Sargeant.jpg,8053,carlsargeant1,,,,Carl Sargeant,,,3264151112571037180003,,,カール・サーガーント,,,,,,Carl Sargeant,,,Carl Sargeant,Carl Sargeant,,,,,,,,,,,,卡爾·薩金特,,,,,,,,,,,,,,,,,,,,,,Carl Sargeant,,,,,,,,,,,,,,,Carl Sargeant,,,,,,,,,,,,,,,,,,,,,,,,2017-11-07,,,,,,,,,,,,,,,,,,,,,,Carl Sargeant,,,,,,,,,,,,,,,,,,,,,,,114405981X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carl Sargeant,,,,,,,,,,,,,,,,,,,
Q5052945,Catherine Thomas,Catherine Thomas,Catherine Thomas,Catherine Thomas,Catherine Thomas,Catherine Thomas,,Catherine Thomas,,Catherine Thomas,Catherine Thomas,,,,Catherine Thomas,,,,,,,,Catherine Thomas,1963,female,Catherine,politician,Thomas,4585,/m/0f9vxj,https://upload.wikimedia.org/wikipedia/commons/a/aa/Catherine_Thomas.jpg,,,,كاثرين توماس,Кэтрин Томас,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catherine Thomas,,,,,,,,,,,,ক্যাথরিন টমাস,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5106591,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,Chris Franks,,Chris Franks,Chris Franks,1951-08-02,male,Chris,politician,Franks,148,/m/02r35x5,https://upload.wikimedia.org/wikipedia/commons/d/db/Chris-franks.jpg,33572,,,كريس فرانكس,Крис Франкс,,كريس فرانكس (سياسي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5110965,Christine Chapman,Christine Chapman,Christine Chapman,Christine Chapman,Christine Chapman,Christine Chapman,,Christine Chapman,,Christine Chapman,,,,,,Christine Chapman,,,,Christine Chapman,Category:Christine Chapman,Christine Chapman,Christine Chapman,1956-04-07,female,Christine,politician,Chapman,138,/m/02q__3_,https://upload.wikimedia.org/wikipedia/commons/a/ad/Christine_Chapman.jpg,,ChrisChapmanAM,,,Кристине Чапман,Christine Chapman,,https://archive.is/20130423202709/http://www.welshlabour.org.uk/assembly-members/christine-chapman/,12100366,,,,,,,,,,,,,,no2007135698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5111036,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,Christine Gwyther,,Christine Gwyther,Christine Gwyther,1959,female,Christine,politician,Gwyther,259,/m/02phlbn,https://upload.wikimedia.org/wikipedia/commons/c/cc/Christinegwyther.jpg,374,,,,,Christine Gwyther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5111059,Christine Humphreys,Christine Humphreys,Christine Humphreys,Christine Humphreys,"Christine Humphreys, Baroness Humphreys",Christine Humphreys,Christine Humphreys,Christine Humphreys,Christine Humphreys,Christine Humphreys,Christine Humphreys,Christine Humphreys,Christine Humphreys,Christine Humphreys,Christine Humphreys,Christine Humphreys,Christine Humphreys,Christine Humphreys,Christine Humphreys,Christine Humphreys,,,Christine Humphreys,1947-05-26,female,Christine,politician,Humphreys,4560,/m/02r3jkl,https://upload.wikimedia.org/wikipedia/commons/d/df/Official_portrait_of_Baroness_Humphreys_crop_2.jpg,,,,,,,,,,,,,,,,,,"Christine Humphreys, Baroness Humphreys",,,Christine Humphreys,,,,,,,,cwIVQKOc,,,,,克莉斯汀·亨弗瑞斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5225067,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Darren Millar,Category:Darren Millar,Darren Millar,Darren Millar,1976-07-27,male,Darren,politician,Millar,171,/m/02q1zp1,https://upload.wikimedia.org/wikipedia/commons/e/ea/Darren_Millar.jpg,8094,DarrenMillarAM,,دارين ميلر,,,دارين ميلر,http://www.darrenmillaram.com,,,,,,,,,,,,,,,,,,,,,,,,,,达伦·米拉尔,,,,,,,,,,,,,,,,,,,,,,,,,達倫·米拉爾,达伦·米拉尔,达伦·米拉尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
