id,name,name__en,name__gd,name__ja,name__nl,name__bn,name__es,name__ast,name__sco,name__sl,wikipedia__en,wikipedia__gd,wikipedia__sco,occupation,gender,given_name,image,twitter,family_name,identifier__democracyclub,original_wikiname,name__de,name__fr,name__nb,name__da,name__nn,name__sv,name__hu,name__ru,name__ca,wikipedia__commons,wikipedia__de,birth_date,name__it,identifier__hansard,identifier__freebase,identifier__rush,name__ar,wikipedia__ar,name__tr,name__zh,wikipedia__tr,name__az,wikipedia__az,wikipedia__ca,name__ga,wikipedia__ga,identifier__snac,name__cy,name__zh_hant,name__zh_cn,name__zh_hans,wikipedia__es,identifier__VIAF,identifier__LCAuth,death_date,identifier__FAST,identifier__ISNI,identifier__Oxforddnb,identifier__national_archives,name__fa,name__nds,name__en_ca,name__en_gb,wikipedia__fr,website,wikipedia__hu,name__af,name__an,name__bar,name__br,name__co,name__cs,name__de_at,name__de_ch,name__eo,name__et,name__eu,name__fi,name__frp,name__fur,name__gl,name__gsw,name__hr,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pcd,name__pl,name__pms,name__pt,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sk,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__parliamentDOTuk,identifier__ukparliamentid,name__he,name__la,name__mk,name__el,name__uk,name__yue,name__fy,name__ko,name__ka,name__zh_hk,name__zh_mo,name__zh_my,name__zh_sg,name__zh_tw,name__eml,name__or,name__hy,name__te,wikipedia__af,wikipedia__bar,wikipedia__br,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__eml,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fy,wikipedia__gl,wikipedia__he,wikipedia__id,wikipedia__ie,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__nl,wikipedia__nlwikinews,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__simple,wikipedia__sv,wikipedia__te,wikipedia__uk,wikipedia__zh_yue,wikipedia__zh,identifier__GND,identifier__guardian_topic,identifier__ne_se,identifier__BBC_things,identifier__quora,identifier__Britannica,identifier__GTAA,name__bm,name__frc,name__jam,name__kab,name__lt,name__lv,name__pap,name__prg,name__rgn,name__vmf,name__azb,wikipedia__azb,facebook,wikipedia__mg,identifier__publicwhip,identifier__TWFY,identifier__NPG,name__fo,name__kl,name__kn,identifier__EuroparlMEP,identifier__wikitree,identifier__google_knowledge,identifier__bbc_democracy_live,honorific_prefix,identifier__NTA,noble_title,name__sh,name__bg,name__be,name__be_tarask,name__ext,wikipedia__an,wikipedia__be_x_old,wikipedia__be,wikipedia__bewikiquote,wikipedia__bg,wikipedia__cawikiquote,wikipedia__eowikinews,wikipedia__sh,wikipedia__vi,identifier__PACE,name__sr_ec,name__sr,wikipedia__sr,wikipedia__hy,name__ty,identifier__NNDB,identifier__BIBSYS,identifier__NUKAT,name__qu,wikipedia__ast,wikipedia__io,wikipedia__qu,wikipedia__ms,identifier__current_hansard,identifier__journalisted,name__sq,name__ta,wikipedia__ta,name__ang,name__nys,wikipedia__bat_smg,wikipedia__itwikiquote,name__sgs,wikipedia__ia,name__arz,wikipedia__arz,wikipedia__kw,name__kw,identifier__NLP,wikipedia__th,name__th,instagram,identifier__youtube,name__no,wikipedia__wuu,name__wuu,wikipedia__fo
Q1176878,David Torrance,David Torrance,Dàibhidh Torrance,,David Torrance,,David Torrance,David Torrance,David Torrance,David Torrance,David Torrance (politician),Dàibhidh Torrance,David Torrance (politeecian),politician,male,David,https://upload.wikimedia.org/wikipedia/commons/0/02/DavidTorranceMSP20111207.jpg,DavidHTorrance,Herd,9181,David Torrance (politician),David Torrance,David Torrance,David Torrance,David Torrance,,David Torrance,David Torrance,,David Torrance,Category:David Torrance (politician),David Torrance (Politiker),1961-03-13,David Torrance,,/m/0gtx89v,,ديفيد تورانس,ديفيد تورانس,,大衛·杜雲士,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Torrance,,,,,,David Torrance,,,,,,,,,,,,,,,,,,,,,,,David Torrance,,David Torrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1189028,Dennis Canavan,Dennis Canavan,Dennis Canavan,,Dennis Canavan,,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,,,politician,male,Dennis,,,Canavan,,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Деннис Канаван,Dennis Canavan,,Dennis Canavan,1942-08-08,Dennis Canavan,mr-dennis-canavan,/m/025q2r,174,دنيس كانافان,دنيس كانافان,Dennis Canavan,,,,,,Dennis Canavan,,,Dennis Canavan,,,,,106844005,no2010001699,,1990628,0000 0000 7520 157X,,,,Dennis Canavan,Dennis Canavan,Dennis Canavan,,,,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017185824,,,,,,,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,دينيس كاناڤان,دينيس كاناڤان,,,,,,,,,,,
Q1200058,Derek Mackay,Derek Mackay,Derek Mackay,,Derek Mackay,,Derek Mackay,Derek Mackay,Derek Mackay,Derek Mackay,Derek Mackay,Derek Mackay,Derek Mackay,politician,male,Derek,https://upload.wikimedia.org/wikipedia/commons/6/63/DerekMacKayMSP20110509.JPG,DerekMackaySNP,Mackay,9206,Derek Mackay,Derek Mackay,Derek Mackay,Derek Mackay,Derek Mackay,,Derek Mackay,Derek Mackay,,Derek Mackay,Category:Derek Mackay,Derek Mackay,1977-07-30,Derek Mackay,,/m/0gtwp0t,,ديريك ماكاي,ديريك ماكاي,,德瑞克·麥凱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derek Mackay,,,,,,Derek Mackay,,,,,,,,,,,,,,,,,,,,,,,Derek Mackay,,Derek Mackay,,,,,,,,,,Derek Mackay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derek Mackay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1200458,Des McNulty,Des McNulty,,,Des McNulty,,Des McNulty,Des McNulty,,Des McNulty,Des McNulty,,,politician,male,Des,https://upload.wikimedia.org/wikipedia/commons/e/eb/Des_McNulty.jpg,,McNulty,,Des McNulty,Des McNulty,Des McNulty,Des McNulty,Des McNulty,,Des McNulty,Des McNulty,,Des McNulty,,Des McNulty,1952-07-28,Des McNulty,,/m/0bknf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Des McNulty,,,,,,Des McNulty,,,,,,,,,,,,,,,,,,,,,,,Des McNulty,,Des McNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q121780,Michael Matheson,Michael Matheson,Mìcheil MacMhathain,,Michael Matheson,,Michael Matheson,Michael Matheson,Michael Matheson,Michael Matheson,Michael Matheson (politician),Mìcheil MacMhathain,Michael Matheson (politeecian),politician,male,Michael Stephen,https://upload.wikimedia.org/wikipedia/commons/2/2e/MichaelMathesonMSP20110507.JPG,MathesonMichael,Matheson,9261,Michael Matheson (politician),Michael Matheson,Michael Matheson,Michael Matheson,Michael Matheson,Michael Matheson,Michael Matheson,Michael Matheson,,Michael Matheson,,Michael Matheson,1970-09-08,Michael Matheson,,/m/03nh4q,,مايكل ماثيسون,ميخائيل ماثيسون,Michael Matheson,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.michaelmathesonmsp.org,,,Michael Matheson,,,,Michael Matheson,,,,,Michael Matheson,Michael Matheson,,,Michael Matheson,,,,,,,,,,,,,,,,,,Michael Matheson,,Michael Matheson,,Michael Matheson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1225080,John Farquhar Munro,John Farquhar Munro,Iain Fearchar Rothach,,John Farquhar Munro,,John Farquhar Munro,John Farquhar Munro,,John Farquhar Munro,John Farquhar Munro,Iain Fearchar Rothach,,politician,male,John,https://upload.wikimedia.org/wikipedia/commons/b/b3/Iain_Fearchar_Rothach_aig_SMO.jpg,,,,John Farquhar Munro,John Farquhar Munro,John Farquhar Munro,John Farquhar Munro,John Farquhar Munro,John Farquhar Munro,John Farquhar Munro,John Farquhar Munro,,John Farquhar Munro,,John Farquhar Munro,1934-08-26,John Farquhar Munro,,/m/040l5q,,جون فاركوهار مونرو,جون فاركوهار مونرو,,,,,,,,,,John Farquhar Munro,,,,,,,2014-01-26,,,,,,,,,,,,,,,,,John Farquhar Munro,,,,,,John Farquhar Munro,,,,,,,,,,,,,,,,,,,,,,,John Farquhar Munro,,John Farquhar Munro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1231522,Jackson Carlaw,Jackson Carlaw,Jackson Carlaw,,Jackson Carlaw,,Jackson Carlaw,Jackson Carlaw,Jackson Carlaw,Jackson Carlaw,Jackson Carlaw,Jackson Carlaw,Jackson Carlaw,politician,male,Jackson,https://upload.wikimedia.org/wikipedia/commons/d/d0/JacksonCarlawMSP20110509.JPG,Jackson_Carlaw,,7519,Jackson Carlaw,Jackson Carlaw,Jackson Carlaw,Jackson Carlaw,Jackson Carlaw,,Jackson Carlaw,Jackson Carlaw,,Jackson Carlaw,,Jackson Carlaw,1959-04-12,Jackson Carlaw,,/m/02qrhl_,,,,,積遜·卡羅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jackson Carlaw,,,,,,Jackson Carlaw,,,,,,,,,,,,,,,,,,,,,,,Jackson Carlaw,,Jackson Carlaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jackson4eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jackson Carlaw,,,,,,,,,,,,,,,,,,,,,
Q1265397,Duncan Hamilton,Duncan Hamilton,,,Duncan Hamilton,,Duncan Hamilton,Duncan Hamilton,,Duncan Hamilton,Duncan Hamilton (politician),,,advocate,male,Duncan,,,Hamilton,,Duncan Hamilton (politician),Duncan Hamilton,Duncan Hamilton,Duncan Hamilton,Duncan Hamilton,,Duncan Hamilton,Duncan Hamilton,,Duncan Hamilton,,Duncan Hamilton (Politiker),1973,Duncan Hamilton,,/m/0blh0z,,دونكان هاميلتون,دونكان هاميلتون,Duncan Hamilton,,,,,,,,,,,,,,,,,,,,,دانکن همیلتون,Duncan Hamilton,Duncan Hamilton,Duncan Hamilton,,,,,,,,,Duncan Hamilton,,,,,,Duncan Hamilton,,,,,,,,,,,,,,,,,,,,,,,Duncan Hamilton,,Duncan Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1265439,Duncan McNeil,Duncan McNeil,,,Duncan McNeil,,Duncan McNeil,Duncan McNeil,,Duncan McNeil,Duncan McNeil,,,politician,male,Duncan,https://upload.wikimedia.org/wikipedia/commons/f/fb/DuncanMcNeilMSP20110511.JPG,,McNeil,,Duncan McNeil,Duncan McNeil,Duncan McNeil,Duncan McNeil,Duncan McNeil,Duncan McNeil,Duncan McNeil,Duncan McNeil,,Duncan McNeil,Category:Duncan McNeil,Duncan McNeil,1950-09-07,Duncan McNeil,,/m/0414x5,,دونكان ماكنيل,دونكان ماكنيل,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.duncanmcneil.com/,,,,,,,Duncan McNeil,,,,,,Duncan McNeil,,,,,,,,,,,,,,,,,,,,,,,Duncan McNeil,,Duncan McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duncan McNeil,,,,,,,,,,,,,,,,,,,,,
Q1267804,Mary Mulligan,Mary Mulligan,,,Mary Mulligan,,Mary Mulligan,Mary Mulligan,,Mary Mulligan,Mary Mulligan,,,politician,female,Mary,https://upload.wikimedia.org/wikipedia/commons/8/87/MaryMulligan.jpg,,Mulligan,,Mary Mulligan,Mary Mulligan,Mary Mulligan,Mary Mulligan,Mary Mulligan,Mary Mulligan,Mary Mulligan,Mary Mulligan,,Mary Mulligan,Category:Mary Mulligan,Mary Mulligan,1960-02-12,Mary Mulligan,,/m/0bk1mh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Mulligan,,,,,,Mary Mulligan,,,,,,,,,,,,,,,,,,,,,,,Mary Mulligan,,Mary Mulligan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1281543,Marilyn Livingstone,Marilyn Livingstone,,,Marilyn Livingstone,,Marilyn Livingstone,Marilyn Livingstone,,Marilyn Livingstone,Marilyn Livingstone,,,politician,female,Marilyn,,,,,Marilyn Livingstone,Marilyn Livingstone,Marilyn Livingstone,Marilyn Livingstone,Marilyn Livingstone,,Marilyn Livingstone,Marilyn Livingstone,,Marilyn Livingstone,,Marilyn Livingstone,1952-09-30,Marilyn Livingstone,,/m/0bk0v6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marilyn Livingstone,,,,,,Marilyn Livingstone,,,,,,,,,,,,,,,,,,,,,,,Marilyn Livingstone,,Marilyn Livingstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1282862,George Adam,George Adam,George Adam,,George Adam,,George Adam,George Adam,George Adam,George Adam,George Adam,George Adam,George Adam,politician,male,George,https://upload.wikimedia.org/wikipedia/commons/f/f4/George_outside_Paisley'sTown_Hall.JPG,GeorgeAdam,Adam,9216,George Adam,George Adam,George Adam,George Adam,George Adam,,George Adam,George Adam,,George Adam,Category:George Adam,George Adam,1969-06-08,George Adam,,/m/0gtth2m,,جورج آدم,جورج آدم,,,,,,,,,,,,,,,,,,,,,,جرج آدام,,,,,,,,,,,,George Adam,,,,,,George Adam,,,,,,,,,,,,,,,,,,,,,,,George Adam,,George Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1300245,Maureen Macmillan,Maureen Macmillan,,,Maureen Macmillan,,Maureen Macmillan,Maureen Macmillan,,Maureen Macmillan,Maureen Macmillan,,,politician,female,Maureen,,,Macmillan,,Maureen Macmillan,Maureen Macmillan,Maureen Macmillan,Maureen Macmillan,Maureen Macmillan,Maureen Macmillan,Maureen Macmillan,Maureen Macmillan,,Maureen Macmillan,,Maureen Macmillan,1943-02-09,Maureen Macmillan,,/m/0bk115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maureen Macmillan,,,,,,Maureen Macmillan,,,,,,,,,,,,,,,,,,,,,,,Maureen Macmillan,,Maureen Macmillan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q132040,Jack McConnell,Jack McConnell,Seac MacDhòmhnaill,ジャック・マコンネル,Jack McConnell,,Jack McConnell,Jack McConnell,Jack McConnell,Jack McConnell,Jack McConnell,Seac MacConaill,Jack McConnell,politician,male,Jack,https://upload.wikimedia.org/wikipedia/commons/6/6d/Jack_McConnell.jpg,,McConnell,,Jack McConnell,Jack McConnell,Jack McConnell,Jack McConnell,Jack McConnell,,Jack McConnell,Jack McConnell,,Jack McConnell,Category:Jack McConnell,Jack McConnell,1960-06-30,Jack McConnell,,/m/02fv0g,,جاك ماكونيل,جاك ماكونيل,,傑克·麥康奈爾,,,,,Jack McConnell,Seac MacConaill,w6sn2k7f,,傑克·麥克康耐爾,杰克·麦克康耐尔,杰克·麦康奈,Jack McConnell,264402638,nr2004001237,,1586498,0000 0003 8240 406X,,,,,,,Jack McConnell,,Jack McConnell,,,,,,Jack McConnell,,,,,,Jack McConnell,,,,,,,,,,,,,,,,,,,,,,,Jack McConnell,,Jack McConnell,,,,,,,,,,,,,,,,lords/lord-mcconnell-of-glenscorrodale/4168,ysJZ4EeS,,,,,Джек Макконнелл,,,,,麥康納,,,,,,,,,,,,,,,,,Category:Jack McConnell,,,,,,Jack McConnell,,,,,,,Jack McConnell,,,,,Jack McConnell,,Jack McConnell,,Jack McConnell,,,,,,,Jack McConnell,,Джек Макконнелл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McConnell-2141,,,,,baron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1324826,Elaine Murray,Elaine Murray,,,Elaine Murray,,Elaine Murray,Elaine Murray,,Elaine Murray,Elaine Murray,,,politician,female,Elaine,https://upload.wikimedia.org/wikipedia/commons/9/9f/Elaine_Murray.jpg,,Murray,,Elaine Murray,Elaine Murray,Elaine Murray,Elaine Murray,Elaine Murray,,Elaine Murray,Elaine Murray,,Elaine Murray,Category:Elaine Murray,Elaine Murray,1954-12-22,Elaine Murray,,/m/0bk1qy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elaine Murray,,,,,,Elaine Murray,,,,,,,,,,,,,,,,,,,,,,,Elaine Murray,,Elaine Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1324835,Elaine Thomson,Elaine Thomson,,,Elaine Thomson,,Elaine Thomson,Elaine Thomson,,Elaine Thomson,Elaine Thomson,,,politician,female,Elaine,,,Thomson,,Elaine Thomson,Elaine Thomson,Elaine Thomson,Elaine Thomson,Elaine Thomson,,Elaine Thomson,Elaine Thomson,,Elaine Thomson,,Elaine Thomson,1957,Elaine Thomson,,/m/0blfwd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elaine Thomson,,,,,,Elaine Thomson,,,,,,,,,,,,,,,,,,,,,,,Elaine Thomson,,Elaine Thomson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1339371,Tavish Scott,Tavish Scott,Tàmhais Scott,,Tavish Scott,,Tavish Scott,Tavish Scott,,Tavish Scott,Tavish Scott,Tavish Scott,,politician,male,Tavish,https://upload.wikimedia.org/wikipedia/commons/a/a3/Tavish_Scott_MSP_at_Bournemouth.jpg,tavishscott,Scott,7890,Tavish Scott,Tavish Scott,Tavish Scott,Tavish Scott,Tavish Scott,,Tavish Scott,Tavish Scott,,Tavish Scott,Category:Tavish Scott,Tavish Scott,1966-05-06,Tavish Scott,,/m/05hvyh,,تافيش سكوت,تافيش سكوت,Tavish Scott,,Tavish Scott,,,,,,,,,,,,,,,,,,,,,,,Tavish Scott,,,,,,,,Tavish Scott,,,,,,Tavish Scott,,,,,,,,,,,,,,,,,,,,,,,Tavish Scott,,Tavish Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tavish Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1344022,Karen Whitefield,Karen Whitefield,,,Karen Whitefield,,Karen Whitefield,Karen Whitefield,,Karen Whitefield,Karen Whitefield,,,politician,female,Karen,https://upload.wikimedia.org/wikipedia/commons/5/58/KarenWhitefield.jpg,,Whitefield,4334,Karen Whitefield,Karen Whitefield,Karen Whitefield,Karen Whitefield,Karen Whitefield,,Karen Whitefield,Karen Whitefield,,Karen Whitefield,,Karen Whitefield,1970-01-08,Karen Whitefield,,/m/0bklgv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karen Whitefield,,,,,,Karen Whitefield,,,,,,,,,,,,,,,,,,,,,,,Karen Whitefield,,Karen Whitefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1349075,Graeme Dey,Graeme Dey,Graeme Dey,,Graeme Dey,,Graeme Dey,Graeme Dey,Graeme Dey,Graeme Dey,Graeme Dey,Graeme Dey,Graeme Dey,politician,male,Graeme,https://upload.wikimedia.org/wikipedia/commons/4/4b/GraemeDeyMSP20110507.jpg,,,9097,Graeme Dey,Graeme Dey,Graeme Dey,Graeme Dey,Graeme Dey,,Graeme Dey,Graeme Dey,,Graeme Dey,,Graeme Dey,1962-10-29,Graeme Dey,,/m/0gmh5b_,,غرايم داي,غرايم داي,,格雷姆·迪伊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graeme Dey,,,,,,Graeme Dey,,,,,,,,,,,,,,,,,,,,,,,Graeme Dey,,Graeme Dey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,جرايم داى,جرايم داى,,,,,,,,,,,
Q1372069,Euan Robson,Euan Robson,,,Euan Robson,,Euan Robson,Euan Robson,,Euan Robson,Euan Robson,,,politician,male,Euan,https://upload.wikimedia.org/wikipedia/commons/0/01/Euan_Robson.jpg,,Robson,,Euan Robson,Euan Robson,Euan Robson,Euan Robson,Euan Robson,,Euan Robson,Euan Robson,,Euan Robson,Category:Euan Robson,Euan Robson,1954-02-17,Euan Robson,,/m/0732hw,,إيوان روبسون,إيوان روبسون,,,,,,,,,,,,,,,,,,,,,F78979,,,,,,,,,,,,,Euan Robson,,,,,,Euan Robson,,,,,,,,,,,,,,,,,,,,,,,Euan Robson,,Euan Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1379003,John McAllion,John McAllion,,,John McAllion,,John McAllion,John McAllion,,John McAllion,John McAllion,,,politician,male,John,,,,,John McAllion,John McAllion,John McAllion,John McAllion,John McAllion,John McAllion,John McAllion,John McAllion,,John McAllion,,John McAllion,1948-02-13,John McAllion,mr-john-mcallion,/m/023g81,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John McAllion,,,,,,John McAllion,,,,,,,,,,,,,,,,,,,,,,,John McAllion,,John McAllion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,جون مكاليون,جون مكاليون,,,,,,,,,,,
